audio_filepath,tempo,genre,duration
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110302-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110304-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110304-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110306-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110306-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110308-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110308-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110310-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110310-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110312-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110312-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110314-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110314-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110316-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110316-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110318-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110318-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110320-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110320-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110322-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110322-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110324-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110324-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110326-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110326-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110328-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110328-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110330-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110330-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110332-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110332-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110334-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110334-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110336-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110336-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110338-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110338-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110411-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110411-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110413-1.wav,196.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110413-2.wav,196.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110415-1.wav,196.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110415-2.wav,196.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110417-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110417-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110419-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110419-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110412-1.wav,196.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110412-2.wav,196.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110414-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110414-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110416-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110416-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110418-1.wav,196.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110418-2.wav,196.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110420-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110420-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110517-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110517-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110519-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110519-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110518-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110518-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110520-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110520-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110633-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110633-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110635-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110635-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110637-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110637-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110639-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110639-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110641-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110641-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110632-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110632-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110634-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110634-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110636-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110636-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110638-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110638-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110640-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\110640-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111117-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111117-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111119-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111119-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111118-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111118-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111120-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111120-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111311-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111311-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111313-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111313-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111315-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111315-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111317-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111317-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111319-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111319-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111312-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111312-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111314-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111314-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111316-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111316-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111318-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111318-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111320-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111320-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111431-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111431-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111433-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111433-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111435-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111435-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111437-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111437-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111432-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111432-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111434-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111434-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111436-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111436-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111438-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111438-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111811-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111811-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111813-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111813-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111815-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111815-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111817-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111817-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111819-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111819-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111812-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111812-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111814-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111814-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111816-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111816-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111818-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111818-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111820-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\111820-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112019-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112019-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112021-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112021-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112020-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112020-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112022-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112022-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112633-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112633-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112635-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112635-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112637-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112637-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112634-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112634-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112636-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112636-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112638-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112638-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112719-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112719-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112721-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112721-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112720-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112720-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112722-1.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112722-2.wav,204.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112813-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112813-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112815-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112815-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112817-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112817-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112819-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112819-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112821-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112821-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112812-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112812-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112814-1.wav,196.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112814-2.wav,196.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112816-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112816-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112818-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112818-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112820-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\112820-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\113033-1.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
E:\TempoTransformer\data\ExtendedBallroom\songs\Quickstep\113033-2.wav,200.0,Quickstep,<function duration at 0x00000276FCAF1F70>
